1.606657746354E9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.3175784999999998,0,0,0,0
1.606661976353E9,1948,1953,5,0,1,6484,2,83,8,70,3600938,2,5308416,2555904,251658240,5219008,5308416,2555904,251658240,5219008,3600868,1,1,0,0,0,0,23068672,29360128,617611264,0,5636096,2555904,251658240,5565504,0,0,0,1,5636096,2555904,251658240,5557184,1,103284736,117440512,1655701504,20846072,18743296,2555904,-1,17844944,0,0,8,236392448,1894440960,2058768384,0.0005208557926351117,23859375000,0.283645117981685,-1,7448702976,11743670272,1,1606657762334,4214191,3281250000,1,796875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0593049,0,40976,6,40976,1948,1953,5,2,0.083,1,103284736,117440512,1655701504,22287336,5865792,5636096,2555904,251658240,5557184,16,14,0,0,16,17,0,23.875,1606657762.334,0.0670031,335,335,0,1
1.606663641354E9,1948,1953,5,0,1,7075,2,83,8,70,3600938,2,5308416,2555904,251658240,5219008,5308416,2555904,251658240,5219008,3600868,1,1,0,0,0,0,23068672,29360128,618659840,0,6160384,2555904,251658240,6058112,0,0,0,1,6160384,2555904,251658240,6045056,1,102760448,117440512,1655701504,20373696,19267584,2555904,-1,18407248,0,0,8,236343296,1522397184,1988804608,0.0003906598260212904,30140625000,0.4568151256832472,-1,7448702976,12907393024,1,1606657762334,5879189,4187500000,1,1046875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0455923,0,40976,6,40976,1948,1953,5,2,0.083,1,102760448,117440512,1655701504,21875008,6368192,6160384,2555904,251658240,6045952,16,14,0,0,16,17,0,30.15625,1606657762.334,0.0500029,335,335,0,1
1.606666941355E9,1948,1953,5,0,1,7644,3,170,8,87,7201039,3,6225920,2555904,251658240,6118528,6225920,2555904,251658240,6118528,7200952,1,1,0,0,0,0,23068672,29360128,619708416,0,6619136,2555904,251658240,6554304,0,0,0,1,6619136,2555904,251658240,6537216,1,102236160,117440512,1655701504,15009240,19988480,2555904,-1,19042720,0,0,8,237101056,2518118400,2089320448,0.00052093014646462,41437500000,0.2643484005428747,-1,7448702976,12541849600,1,1606657762334,9179192,6281250000,1,1546875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0447495,0,40976,6,40976,1948,1953,5,3,0.17,1,102236160,117440512,1655701504,16476624,6893056,6619136,2555904,251658240,6537216,16,14,0,0,16,17,0,41.453125,1606657762.334,0.0509946,335,335,0,1
1.606667046354E9,1948,1953,5,0,1,7644,3,170,8,87,7201039,3,6225920,2555904,251658240,6118528,6225920,2555904,251658240,6118528,7200952,1,1,0,0,0,0,23068672,29360128,619708416,0,6619136,2555904,251658240,6554304,0,0,0,1,6619136,2555904,251658240,6537216,1,102236160,117440512,1655701504,18064408,19988480,2555904,-1,19042720,0,0,8,237101056,2446520320,2110701568,0.000390659878113918,41796875000,0.11404238285570667,-1,7448702976,12541849600,1,1606657762334,9284190,6359375000,1,1671875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0477106,0,40976,6,40976,1948,1953,5,3,0.17,1,102236160,117440512,1655701504,19515320,6893056,6619136,2555904,251658240,6537216,16,14,0,0,16,17,0,41.8125,1606657762.334,0.0550013,335,335,0,1
1.606670301353E9,1948,1953,5,0,1,8410,4,234,8,64,10801107,4,6881280,2555904,251658240,6791232,6881280,2555904,251658240,6791232,10801043,1,1,0,0,0,0,23068672,29360128,619708416,0,7012352,2555904,251658240,6937984,0,0,0,1,7012352,2555904,251658240,6929152,1,102236160,117440512,1655701504,24455032,20381696,2555904,-1,19444248,0,0,8,238178304,1956831232,2759004160,0.0002602472040972467,53546875000,0.2579043114598154,-1,7448702976,13934960640,1,1606657762334,12539190,8828125000,1,2109375000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0525545,0,40976,6,40976,1948,1953,5,4,0.234,1,102236160,117440512,1655701504,25926176,7290432,7012352,2555904,251658240,6929152,16,14,0,0,16,17,0,53.5625,1606657762.334,0.0600174,335,335,0,1
1.606676106354E9,1953,1953,0,0,1,3607,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,25165824,29360128,612892672,0,4587520,2555904,251658240,4459776,0,0,0,1,4587520,2555904,251658240,4392704,1,104333312,117440512,1655701504,16122144,17432576,2555904,-1,16411912,0,0,8,249487360,844521472,2160615424,0.0003904916601144596,7359375000,0.37994079418557525,-1,7448702976,13920862208,1,1606675060836,1045579,453125000,1,62500000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0402747,0,40976,6,40976,1953,1953,0,1,0.009,1,104333312,117440512,1655701504,17564120,4693696,4587520,2555904,251658240,4392704,16,14,0,0,16,17,0,7.359375,1606675060.836,0.0460035,335,335,0,1
