1.606657716353E9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.3440887999999998,0,0,0,0
1.606660161354E9,1953,1953,0,0,1,5974,1,13,8,13,860,1,2555904,2555904,251658240,2116288,2555904,2555904,251658240,2116288,847,1,1,0,0,0,0,23068672,29360128,616038400,0,5111808,2555904,251658240,5037376,0,0,0,1,5111808,2555904,251658240,5027392,1,102236160,117440512,1655701504,17210552,17956864,2555904,-1,17155024,0,0,8,241340416,1089949696,1965084672,0.000390612034284542,16546875000,0.7492260842908025,-1,7448702976,12823764992,1,1606657762334,2399189,2640625000,1,859375000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0490434,0,40976,6,40976,1953,1953,0,1,0.013,1,102236160,117440512,1655701504,18696376,5290688,5111808,2555904,251658240,5027392,16,14,0,0,16,17,0,16.5625,1606657762.334,0.0532917,335,335,0,1
1.606670841355E9,1948,1953,5,0,1,8834,4,234,8,64,10801107,4,6881280,2555904,251658240,6791232,6881280,2555904,251658240,6791232,10801043,1,1,0,0,0,0,23068672,29360128,619708416,0,7077888,2555904,251658240,6998976,0,0,0,1,7077888,2555904,251658240,6983744,1,102236160,117440512,1655701504,20550440,20447232,2555904,-1,19498840,0,0,8,240222208,2126782464,2834821120,0.0003906001656414686,55625000000,0.1263581453523399,-1,7448702976,13934960640,1,1606657762334,13079192,8781250000,1,2109375000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.047266,0,40976,6,40976,1948,1953,5,4,0.234,1,102236160,117440512,1655701504,22065416,7346240,7077888,2555904,251658240,6983744,16,14,0,0,16,17,0,55.640625,1606657762.334,0.0529996,335,335,0,1
1.606670946353E9,1948,1953,5,0,1,8850,4,234,8,64,10801107,4,6881280,2555904,251658240,6791232,6881280,2555904,251658240,6791232,10801043,1,1,0,0,0,0,23068672,29360128,619708416,0,7077888,2555904,251658240,6998976,0,0,0,1,7077888,2555904,251658240,6987136,1,102236160,117440512,1655701504,23694448,20447232,2555904,-1,19502232,0,0,8,240222208,2219712512,2959581184,0.0003905226205897862,55953125000,0.12796234141803986,-1,7448702976,13934960640,1,1606657762334,13184191,8734375000,1,2203125000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.050723,0,40976,6,40976,1948,1953,5,4,0.234,1,102236160,117440512,1655701504,25136272,7346240,7077888,2555904,251658240,6987136,16,14,0,0,16,17,0,55.96875,1606657762.334,0.0559924,335,335,0,1
1.606676526354E9,1953,1953,0,0,1,3748,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,23068672,29360128,613416960,0,4653056,2555904,251658240,4579392,0,0,0,1,4653056,2555904,251658240,4579392,1,102236160,117440512,1655701504,23453896,17498112,2555904,-1,16642072,0,0,8,244809728,2195795968,2395611136,0.00013023357259970316,8328125000,0.32716856378839165,-1,7448702976,12987555840,1,1606675060836,1465579,687500000,1,156250000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0325379,0,40976,6,40976,1953,1953,0,1,0.009,1,102236160,117440512,1655701504,24937096,4834240,4653056,2555904,251658240,4579392,16,14,0,0,16,17,0,8.328125,1606675060.836,0.0359999,335,335,0,1
