1.606660836354E9,1953,1953,0,0,1,6113,1,13,8,13,860,1,2555904,2555904,251658240,2116288,2555904,2555904,251658240,2116288,847,1,1,0,0,0,0,23068672,29360128,614465536,0,5177344,2555904,251658240,5117312,0,0,0,1,5177344,2555904,251658240,5102848,1,104857600,117440512,1655701504,24111512,18022400,2555904,-1,17274432,0,0,8,239915008,1962778624,2348412928,0.0006503908335673325,19218750000,0.2950700171544186,-1,7448702976,12010651648,1,1606657762334,3074191,3078125000,1,968750000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0634855,0,40976,6,40976,1953,1953,0,1,0.013,1,104857600,117440512,1655701504,25602120,5380992,5177344,2555904,251658240,5102848,16,14,0,0,16,17,0,19.234375,1606657762.334,0.0715279,335,335,0,1
1.606664226355E9,1948,1953,5,0,1,7204,2,83,8,70,3600938,2,5308416,2555904,251658240,5219008,5308416,2555904,251658240,5219008,3600868,1,1,0,0,0,0,23068672,29360128,619708416,0,6225920,2555904,251658240,6140096,0,0,0,1,6225920,2555904,251658240,6131840,1,102236160,117440512,1655701504,27646424,19333120,2555904,-1,18509672,0,0,8,236879872,1340436480,2185682944,0.0003908730349989091,32234375000,0.47225081529967916,-1,7448702976,13873487872,1,1606657762334,6464190,4843750000,1,1125000000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0495461,0,40976,6,40976,1948,1953,5,2,0.083,1,102236160,117440512,1655701504,29155552,6449856,6225920,2555904,251658240,6131840,16,14,0,0,16,17,0,32.25,1606657762.334,0.0540108,335,335,0,1
1.606664571354E9,1948,1953,5,0,1,7212,2,83,8,70,3600938,2,5308416,2555904,251658240,5219008,5308416,2555904,251658240,5219008,3600868,1,1,0,0,0,0,23068672,29360128,619708416,0,6225920,2555904,251658240,6140096,0,0,0,1,6225920,2555904,251658240,6117824,1,102236160,117440512,1655701504,21447688,19333120,2555904,-1,18497640,0,0,8,236879872,1352593408,2202001408,0.00026042830433949327,33328125000,0.6117013586535072,-1,7448702976,13873487872,1,1606657762334,6809189,4812500000,1,1203125000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0425939,0,40976,6,40976,1948,1953,5,2,0.083,1,102236160,117440512,1655701504,22888472,6456064,6225920,2555904,251658240,6117824,16,14,0,0,16,17,0,33.328125,1606657762.334,0.0469964,335,335,0,1
1.606666701353E9,1948,1953,5,0,1,7639,3,170,8,87,7201039,3,6225920,2555904,251658240,6118528,6225920,2555904,251658240,6118528,7200952,1,1,0,0,0,0,23068672,29360128,619708416,0,6619136,2555904,251658240,6554304,0,0,0,1,6619136,2555904,251658240,6532800,1,102236160,117440512,1655701504,24372984,19988480,2555904,-1,19037928,0,0,8,237076480,2612051968,2193616896,0.0003905405495115736,40687500000,0.1466699953648083,-1,7448702976,12541849600,1,1606657762334,8939190,6421875000,1,1531250000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0510859,0,40976,6,40976,1948,1953,5,3,0.17,1,102236160,117440512,1655701504,25838352,6888640,6619136,2555904,251658240,6532800,16,14,0,0,16,17,0,40.703125,1606657762.334,0.0589899,335,335,0,1
1.606667601353E9,1948,1953,5,0,1,7707,3,170,8,87,7201039,3,6225920,2555904,251658240,6118528,6225920,2555904,251658240,6118528,7200952,1,1,0,0,0,0,23068672,29360128,619708416,0,6815744,2555904,251658240,6698368,0,0,0,1,6815744,2555904,251658240,6698368,1,102236160,117440512,1655701504,18279672,20185088,2555904,-1,19206880,0,0,8,237510656,2069213184,1768804352,0.0005210432790385673,43593750000,0.26606315253588075,-1,7448702976,12541849600,1,1606657762334,9839192,7015625000,1,1687500000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0426718,0,40976,6,40976,1948,1953,5,3,0.17,1,102236160,117440512,1655701504,19729336,7027520,6815744,2555904,251658240,6698368,16,14,0,0,16,17,0,43.609375,1606657762.334,0.0489777,335,335,0,1
1.606667871353E9,1948,1953,5,0,1,8180,3,170,8,87,7201039,3,6225920,2555904,251658240,6118528,6225920,2555904,251658240,6118528,7200952,1,1,0,0,0,0,23068672,29360128,619708416,0,6881280,2555904,251658240,6776320,0,0,0,1,6881280,2555904,251658240,6765888,1,102236160,117440512,1655701504,16284336,20250624,2555904,-1,19274400,0,0,8,239120384,2160197632,2740576256,0.0005208013700172508,44953125000,0.13600476173357479,-1,7448702976,13424455680,1,1606657762334,10109190,6859375000,1,1765625000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0499246,0,40976,6,40976,1948,1953,5,3,0.17,1,102236160,117440512,1655701504,17774104,7122368,6881280,2555904,251658240,6765888,16,14,0,0,16,17,0,44.96875,1606657762.334,0.0566676,335,335,0,1
1.606675131354E9,1891,1891,0,0,1,816,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,29360128,29360128,611319808,0,3473408,2555904,251658240,3445376,0,0,0,1,3473408,2555904,251658240,3445376,1,112721920,117440512,1655701504,12812680,15794176,2555904,-1,14982984,0,0,8,244666368,1684471808,2409967616,0.001172225190553426,2296875000,0.2999208783420968,-1,7448702976,12829638656,1,1606675060836,70580,15625000,1,0,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0338257,0,40976,6,40976,1891,1891,0,1,0.009,1,112721920,117440512,1655701504,14460088,3324608,3538944,2555904,251658240,3466240,16,14,0,0,16,17,0,2.3125,1606675060.836,0.0390061,335,335,0,1
1.606675716354E9,1953,1953,0,0,1,3297,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,27262976,29360128,610271232,0,4587520,2555904,251658240,4459776,0,0,0,1,4587520,2555904,251658240,4194496,1,110100480,117440512,1655701504,24661784,17432576,2555904,-1,16158432,0,0,8,247529472,1014837248,2607104000,0.00130209388897446,6093750000,0.4022991741237449,-1,7448702976,13920862208,1,1606675060836,655579,296875000,1,46875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0409997,0,40976,6,40976,1953,1953,0,1,0.009,1,110100480,117440512,1655701504,26177824,4525504,4587520,2555904,251658240,4194496,16,14,0,0,16,17,0,6.09375,1606675060.836,0.0470041,335,335,0,1
1.606675956354E9,1953,1953,0,0,1,3539,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,26214400,29360128,613416960,0,4587520,2555904,251658240,4459776,0,0,0,1,4587520,2555904,251658240,4383488,1,105381888,117440512,1655701504,30691544,17432576,2555904,-1,16374480,0,0,8,248098816,1060331520,2315096064,0.00013023340065829205,6890625000,0.21130744593183937,-1,7448702976,13920862208,1,1606675060836,895579,375000000,1,46875000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0312676,0,40976,6,40976,1953,1953,0,1,0.009,1,105381888,117440512,1655701504,32123592,4646592,4587520,2555904,251658240,4384192,16,14,0,0,16,17,0,6.90625,1606675060.836,0.0349998,335,335,0,1
1.606676421354E9,1953,1953,0,0,1,3704,1,9,8,9,523,1,2555904,2555904,251658240,1742528,2555904,2555904,251658240,1742528,514,1,1,0,0,0,0,23592960,29360128,608174080,0,4587520,2555904,251658240,4515328,0,0,0,1,4587520,2555904,251658240,4504576,1,108003328,117440512,1655701504,20830504,17432576,2555904,-1,16553400,0,0,8,245497856,2868604928,2284105728,0.0003908012748230217,8093750000,0.17866145037361078,-1,7448702976,11823837184,1,1606675060836,1360578,1453125000,1,406250000,14,1,16,1,1,1,0,1,16,1,1,17,6,40976,40976,0,0,1,0,0.0347221,0,40976,6,40976,1953,1953,0,1,0.009,1,108003328,117440512,1655701504,22334376,4797056,4587520,2555904,251658240,4504576,16,14,0,0,16,17,0,8.09375,1606675060.836,0.0381718,335,335,0,1
