,java_lang_ClassLoading_LoadedClassCount,java_lang_Compilation_TotalCompilationTime,java_lang_MemoryPool_CollectionUsage_committed,java_lang_Memory_HeapMemoryUsage_used,java_lang_OperatingSystem_FreePhysicalMemorySize,java_lang_OperatingSystem_FreeSwapSpaceSize,java_lang_OperatingSystem_ProcessCpuLoad,java_lang_OperatingSystem_SystemCpuLoad,java_lang_Runtime_Uptime,java_lang_Threading_CurrentThreadUserTime,java_lang_Threading_TotalStartedThreadCount,java_nio_BufferPool_MemoryUsed,jvm_memory_bytes_used,scrape_duration_seconds
157,1952.0,3603.0,29360128.0,19076576.0,997146600.0,1887678500.0,0.0005204573,0.34743324,401403.0,125000000.0,17.0,40976.0,20464544.0,0.0679986
158,1953.0,5501.0,23068672.0,9678152.0,951341060.0,1990049800.0,0.00039082795,0.53006345,1886399.0,640625000.0,17.0,40976.0,11194040.0,0.0514792
159,1953.0,3815.0,28311552.0,16253024.0,1336729600.0,2248904700.0,0.0005214176,0.4638168,506402.0,156250000.0,17.0,40976.0,17652440.0,0.0539783
160,2203.0,5865.0,23068672.0,31448040.0,1126006800.0,2536808400.0,0.002213795,0.34467328,2696403.0,453125000.0,21.0,40976.0,11098648.0,0.0546484
161,1895.0,1797.0,29360128.0,22465928.0,1037307900.0,2036670500.0,0.0019536056,0.32531458,191400.0,78125000.0,17.0,40976.0,24105912.0,0.0580074
162,1953.0,4588.0,25690112.0,11705904.0,1239085000.0,2094846000.0,0.00026048574,0.35994366,1031401.0,234375000.0,17.0,40976.0,13156336.0,0.0539979
163,1953.0,4050.0,27787264.0,33132160.0,1186902000.0,2062598100.0,0.00065086497,0.34158468,686406.0,468750000.0,17.0,40976.0,34567440.0,0.06599
164,2211.0,6379.0,23068672.0,30742432.0,992772100.0,3135348700.0,0.0006511806,0.38932282,3041402.0,515625000.0,24.0,40976.0,32204616.0,0.0569914
165,1810.0,345.0,29360128.0,10728056.0,1476362200.0,2431570000.0,0.12203942,0.02313925,11558.0,281250000.0,13.0,8208.0,13273352.0,1.0731665
166,2211.0,6315.0,23068672.0,23682632.0,1043918850.0,3071361000.0,0.00026064858,0.3822217,2921399.0,468750000.0,23.0,40976.0,25141696.0,0.0509982
167,1953.0,4029.0,27787264.0,25529672.0,1127940100.0,1993130000.0,0.001562783,0.36998025,656403.0,156250000.0,17.0,40976.0,27085856.0,0.0629952
168,2211.0,6024.0,23068672.0,29973608.0,1095356400.0,2505769000.0,0.0014319669,0.3480212,2771401.0,453125000.0,23.0,40976.0,31415096.0,0.0620011
169,1953.0,3815.0,28311552.0,12387120.0,1096978400.0,1932472300.0,0.0009099289,0.47610602,491401.0,140625000.0,17.0,40976.0,13869952.0,0.0859856
170,1953.0,4644.0,25690112.0,30418176.0,1430040600.0,2187239400.0,0.0006516697,0.31018245,1106401.0,250000000.0,17.0,40976.0,31865856.0,0.058008
171,1953.0,3884.0,28311552.0,27434784.0,1256624100.0,2123882500.0,0.0009115563,0.3086031,551404.0,156250000.0,17.0,40976.0,28869312.0,0.0559993
172,1953.0,4103.0,27262976.0,16901112.0,1061302300.0,1993912300.0,0.0007821198,0.38269547,731401.0,171875000.0,17.0,40976.0,18328888.0,0.0540075
173,1895.0,2390.0,29360128.0,26726512.0,1051537400.0,2010177500.0,0.005078299,0.30523014,206404.0,93750000.0,17.0,40976.0,28372008.0,0.0629968
174,1953.0,4477.0,26738688.0,27056032.0,1163931600.0,2031243300.0,0.0005208743,0.5634354,881404.0,203125000.0,17.0,40976.0,28569952.0,0.0590078
175,1953.0,5617.0,23068672.0,19283616.0,2106445800.0,2391711700.0,0.0003909974,0.37775108,2201401.0,375000000.0,17.0,40976.0,20736240.0,0.0449961
176,2211.0,6446.0,23068672.0,29517760.0,1068650500.0,3064467500.0,0.0003907221,0.29456872,3221403.0,546875000.0,24.0,40976.0,30913928.0,0.0526596
177,1953.0,5654.0,23068672.0,25321896.0,1865572400.0,2633212000.0,0.00039027547,0.35227215,2411403.0,734375000.0,17.0,40976.0,26790176.0,0.0709884
178,2211.0,6284.0,23068672.0,27690960.0,1247248400.0,2410819600.0,0.00065146456,0.3775436,2846401.0,468750000.0,23.0,40976.0,29159176.0,0.0539962
179,1953.0,5515.0,23068672.0,17238040.0,1099063300.0,2111995900.0,0.000650422,0.3690064,1916404.0,328125000.0,17.0,40976.0,18721064.0,0.0600019
180,2211.0,6446.0,23068672.0,13983560.0,1018687500.0,2963734500.0,0.00039101313,0.30521682,3251401.0,531250000.0,24.0,40976.0,15463680.0,0.0519952
181,2211.0,6465.0,23068672.0,28421560.0,956375040.0,2646716400.0,0.00078062154,0.31808782,3401402.0,562500000.0,25.0,40976.0,29899392.0,0.0779945
182,1953.0,4941.0,23592960.0,17002280.0,1189777400.0,2417782800.0,0.00065149117,0.30915883,1451401.0,281250000.0,17.0,40976.0,18458064.0,0.0529855
183,2207.0,5882.0,23068672.0,13516536.0,978681860.0,2362404900.0,0.00078081386,0.39494947,2711402.0,781250000.0,21.0,40976.0,15023008.0,0.0839974
184,1953.0,4749.0,25165824.0,23496840.0,1222443000.0,1953849300.0,0.00039071994,0.338511,1181399.0,250000000.0,17.0,40976.0,25010664.0,0.0500124
185,2211.0,6397.0,23068672.0,30101584.0,1073365000.0,2920882200.0,0.0005208205,0.35887012,3131401.0,593750000.0,24.0,40976.0,31573032.0,0.0579958
186,1953.0,5637.0,23068672.0,14174624.0,1892520000.0,2687746000.0,0.00039083985,0.25745326,2366400.0,421875000.0,17.0,40976.0,15608688.0,0.0540065
187,1953.0,5617.0,23068672.0,14915328.0,1281036300.0,2343985200.0,0.0005206461,0.5716383,2276401.0,390625000.0,17.0,40976.0,16351648.0,0.0570195
188,2211.0,6398.0,23068672.0,10797376.0,1107902500.0,2828857300.0,0.0003904186,0.2812872,3146404.0,531250000.0,24.0,40976.0,12192200.0,0.0706286
189,1953.0,5655.0,23068672.0,9836936.0,1878061000.0,2638606300.0,0.00039061744,0.34332886,2441401.0,421875000.0,17.0,40976.0,11267208.0,0.0660093
190,1953.0,5654.0,23068672.0,21585504.0,1904595000.0,2721140700.0,0.0005209326,0.27559546,2396403.0,421875000.0,17.0,40976.0,23096080.0,0.0590704
191,1953.0,4950.0,23068672.0,12232248.0,464736260.0,1496846300.0,0.00052084256,0.57996833,1526400.0,281250000.0,17.0,40976.0,13722248.0,0.0509971
192,1953.0,5497.0,23068672.0,25247744.0,549003260.0,1776267300.0,0.0013029493,0.44282144,1856400.0,375000000.0,17.0,40976.0,26729856.0,0.0489982
193,1953.0,5533.0,23068672.0,20987880.0,1099722800.0,2169389000.0,0.00039094393,0.42916828,1931400.0,390625000.0,17.0,40976.0,22498928.0,0.052003
194,2211.0,6463.0,23068672.0,20944224.0,995885060.0,2824130600.0,0.0005203164,0.41490445,3371403.0,578125000.0,25.0,40976.0,22396424.0,0.0660012
195,1953.0,5361.0,23068672.0,13943384.0,517120000.0,1729650700.0,0.0005208061,0.6142383,1811401.0,625000000.0,17.0,40976.0,15371592.0,0.0539742
196,2211.0,6349.0,23068672.0,23314656.0,963383300.0,3007905800.0,0.0005209871,0.36200875,3011400.0,812500000.0,24.0,40976.0,24804536.0,0.0469927
197,2211.0,6397.0,23068672.0,26292992.0,1075826700.0,2759221200.0,0.0005210144,0.2675846,3116402.0,515625000.0,24.0,40976.0,27821000.0,0.0609914
198,1953.0,5631.0,23068672.0,29765152.0,1898504200.0,2719146000.0,0.0005206595,0.24131905,2336400.0,734375000.0,17.0,40976.0,31236528.0,0.0569686
199,2211.0,6399.0,23068672.0,14584000.0,900907000.0,2573979600.0,0.0005209993,0.55988574,3161402.0,843750000.0,24.0,40976.0,16056336.0,0.0600017
200,1953.0,5586.0,23068672.0,24164504.0,732905500.0,2645459000.0,0.0005210137,0.5053962,2036401.0,671875000.0,17.0,40976.0,25581064.0,0.0630554
201,1953.0,4771.0,24641536.0,13241104.0,1444679700.0,2292109300.0,0.0003905779,0.26856232,1241403.0,265625000.0,17.0,40976.0,14760912.0,0.0631348
202,1953.0,5360.0,23068672.0,29589544.0,760414200.0,2147725300.0,0.0002607772,0.7764989,1781402.0,359375000.0,17.0,40976.0,30983664.0,0.0479935
203,1953.0,5152.0,23068672.0,11598784.0,643010560.0,2594627600.0,0.0019524158,0.6227927,1616402.0,328125000.0,17.0,40976.0,13067912.0,0.0549803
204,1953.0,4522.0,26214400.0,22986056.0,1237958700.0,2139217900.0,0.0007808276,0.32934043,971405.0,156250000.0,17.0,40976.0,24471960.0,0.0666361
205,2211.0,6450.0,23068672.0,17693144.0,1024757760.0,2943840300.0,0.0005204452,0.2753612,3266402.0,562500000.0,24.0,40976.0,19233800.0,0.0630075
206,1953.0,5536.0,23068672.0,9119136.0,926924800.0,1893711900.0,0.0005205453,0.5840568,1976408.0,375000000.0,17.0,40976.0,10612456.0,0.0499822
207,2211.0,6283.0,23068672.0,23962208.0,1062318100.0,2178793500.0,0.0006503488,0.38256553,2831410.0,531250000.0,23.0,40976.0,25400952.0,0.0539955
208,1895.0,1653.0,29360128.0,14117768.0,1143652400.0,2161823700.0,0.00091225555,0.22593804,161404.0,375000000.0,17.0,40976.0,15668704.0,0.0559995
209,1953.0,5171.0,23068672.0,10953040.0,661389300.0,2354401300.0,0.00077914837,0.6148666,1706406.0,359375000.0,17.0,40976.0,12429296.0,0.1079994
210,1953.0,5274.0,23068672.0,22154576.0,504971260.0,1911410700.0,0.0011694182,0.84579766,1751406.0,312500000.0,17.0,40976.0,23601024.0,0.0980157
211,2211.0,6462.0,23068672.0,13406824.0,581410800.0,2146521100.0,0.00039084378,0.5435347,3341400.0,578125000.0,25.0,40976.0,14884600.0,0.0529996
212,2211.0,6461.0,23068672.0,29110856.0,981123100.0,2896695300.0,0.00039090565,0.35070604,3311400.0,859375000.0,25.0,40976.0,30529344.0,0.044997
213,1953.0,4974.0,23068672.0,27122872.0,730312700.0,2654888000.0,0.0005203629,0.49869773,1586404.0,593750000.0,17.0,40976.0,28661008.0,0.0639987
214,2211.0,6383.0,23068672.0,11410952.0,1197400000.0,3108171800.0,0.0005205743,0.35175422,3056405.0,578125000.0,24.0,40976.0,12882672.0,0.0730016
215,1953.0,5371.0,23068672.0,21435368.0,536911900.0,1767788500.0,0.00039070868,0.46271703,1841400.0,328125000.0,17.0,40976.0,22934840.0,0.058998
216,1953.0,4611.0,25690112.0,15416120.0,1329451000.0,2240376800.0,0.0007808883,0.23439033,1046405.0,171875000.0,17.0,40976.0,16892184.0,0.059001
217,1952.0,3633.0,29360128.0,26481256.0,1378443300.0,2346172400.0,0.0009108574,0.47339457,431402.0,140625000.0,17.0,40976.0,28001144.0,0.0720008
218,1953.0,4941.0,23592960.0,20724104.0,1083158500.0,2083545100.0,0.0002604812,0.3811854,1466401.0,296875000.0,17.0,40976.0,22228976.0,0.0469976
219,2211.0,6349.0,23068672.0,26990640.0,997851140.0,3044126700.0,0.0005204483,0.3299675,3026403.0,484375000.0,24.0,40976.0,28483392.0,0.0580855
220,1952.0,3761.0,29360128.0,33990776.0,1184809000.0,2050371600.0,0.0007813309,0.59514034,461401.0,453125000.0,17.0,40976.0,35566984.0,0.0519963
221,1953.0,4448.0,27262976.0,35447544.0,1258979300.0,2070880300.0,0.0005209001,0.40929925,806402.0,187500000.0,17.0,40976.0,9621208.0,0.0599973
222,1953.0,4829.0,24117248.0,11059952.0,1259507700.0,2613129200.0,0.00039062725,0.3230433,1331400.0,281250000.0,17.0,40976.0,12601856.0,0.0549499
223,1953.0,4582.0,26214400.0,34089696.0,954257400.0,1721114600.0,0.0005207808,0.6281626,1016402.0,234375000.0,17.0,40976.0,9410176.0,0.0570013
224,1895.0,1592.0,29360128.0,33417264.0,1161760800.0,2226376700.0,0.001040716,0.23988672,131406.0,78125000.0,17.0,40976.0,35089656.0,0.0730001
225,1953.0,5615.0,23068672.0,23522088.0,2193744000.0,2606162000.0,0.0006510135,0.2680979,2126402.0,375000000.0,17.0,40976.0,25018360.0,0.055007
226,1953.0,5203.0,23068672.0,18417712.0,339468300.0,1633697800.0,0.0006511689,0.85595185,1736400.0,625000000.0,17.0,40976.0,19839000.0,0.0749946
227,1952.0,3589.0,29360128.0,32878240.0,1030295550.0,1981399000.0,0.0005208048,0.40285727,341401.0,125000000.0,17.0,40976.0,34419856.0,0.0679964
228,1952.0,3575.0,29360128.0,21736384.0,1082556400.0,2085240800.0,0.00051973574,0.317763,296407.0,78125000.0,17.0,40976.0,23217256.0,0.0889968
229,1895.0,1675.0,29360128.0,18385920.0,931954700.0,1932365800.0,0.0007808395,0.3645298,176406.0,78125000.0,17.0,40976.0,19867096.0,0.0609837
230,1952.0,3584.0,29360128.0,29158760.0,780857340.0,1661530100.0,0.0002606392,0.5281442,326400.0,109375000.0,17.0,40976.0,30621320.0,0.0660068
231,1953.0,5594.0,23068672.0,15995584.0,2209452000.0,2638315500.0,0.000389988,0.3317762,2096405.0,375000000.0,17.0,40976.0,17464424.0,0.0679949
232,1952.0,3699.0,29360128.0,30295280.0,1306382300.0,2198044700.0,0.000651496,0.46208882,446402.0,93750000.0,17.0,40976.0,31775496.0,0.0559972
233,1953.0,4073.0,27787264.0,9196984.0,1039765500.0,1934123000.0,0.00065130874,0.47478488,701401.0,156250000.0,17.0,40976.0,10705680.0,0.0540071
234,1953.0,4471.0,26738688.0,23269368.0,893370400.0,1538752500.0,0.0005205991,0.5178932,866401.0,218750000.0,17.0,40976.0,24768760.0,0.0579945
235,1953.0,3897.0,28311552.0,34847840.0,1202925600.0,2060517400.0,0.000651173,0.31505054,581403.0,156250000.0,17.0,40976.0,36354496.0,0.0570228
236,1884.0,879.0,29360128.0,23631472.0,1154654200.0,2058891300.0,0.0016913116,0.37920025,41423.0,31250000.0,15.0,24592.0,25982136.0,0.1239968
237,1895.0,1613.0,29360128.0,9588168.0,1233965000.0,2300756000.0,0.00065099186,0.23323369,146402.0,31250000.0,17.0,40976.0,11112600.0,0.0780065
238,1888.0,1014.0,29360128.0,30170280.0,984088600.0,1924128800.0,0.002348508,0.46515638,56415.0,15625000.0,16.0,32784.0,8999040.0,0.0920961
239,2009.0,4998.0,24802856.0,21448856.0,1147762800.0,2271947800.0,0.0012124237,0.4184455,1758903.0,385416670.0,18.0,40625.0,21060916.0,2.3191142
