,java_lang_ClassLoading_LoadedClassCount,java_lang_Compilation_TotalCompilationTime,java_lang_MemoryPool_CollectionUsage_committed,java_lang_Memory_HeapMemoryUsage_used,java_lang_OperatingSystem_FreePhysicalMemorySize,java_lang_OperatingSystem_FreeSwapSpaceSize,java_lang_OperatingSystem_ProcessCpuLoad,java_lang_OperatingSystem_SystemCpuLoad,java_lang_Runtime_Uptime,java_lang_Threading_CurrentThreadUserTime,java_lang_Threading_TotalStartedThreadCount,java_nio_BufferPool_MemoryUsed,jvm_memory_bytes_used,scrape_duration_seconds
49,1953.0,5616.0,23068672.0,15468152.0,1797959700.0,2097778700.0,0.00039045472,0.55201817,2186403.0,703125000.0,17.0,40976.0,17011496.0,0.0679914
50,2211.0,6314.0,23068672.0,16286096.0,1046704100.0,3084128300.0,0.00052040553,0.42777574,2891402.0,500000000.0,23.0,40976.0,17709632.0,0.0650083
51,1869.0,749.0,29360128.0,17877264.0,1290162200.0,2263969800.0,0.005412327,0.43261927,26432.0,31250000.0,14.0,16400.0,19443864.0,0.1039226
52,1953.0,5179.0,23068672.0,14656976.0,633511940.0,2343334000.0,0.0005221187,0.48515627,1721402.0,296875000.0,17.0,40976.0,16106240.0,0.0686316
53,2211.0,6487.0,23068672.0,31644784.0,855347200.0,2370318300.0,0.00039066354,0.47738707,3506401.0,656250000.0,25.0,40976.0,10154592.0,0.0550177
54,1891.0,1285.0,29360128.0,23855520.0,1038786560.0,2107129900.0,0.0015620856,0.33042705,101409.0,46875000.0,17.0,40976.0,26004856.0,0.0900009
55,1953.0,3834.0,28311552.0,19963248.0,1359564800.0,2287644700.0,0.000520845,0.31925586,521403.0,93750000.0,17.0,40976.0,21429048.0,0.0565406
56,1953.0,5655.0,23068672.0,17292200.0,1722818600.0,2457878500.0,0.00039112355,0.31379306,2471400.0,421875000.0,17.0,40976.0,18769024.0,0.0479987
57,1953.0,3902.0,27787264.0,17935240.0,1170657300.0,2074431500.0,0.00026067748,0.46857354,626400.0,156250000.0,17.0,40976.0,19389200.0,0.0420005
58,1953.0,4721.0,25690112.0,34128410.0,1392853000.0,2147954700.0,0.00091111055,0.3220088,1121402.0,187500000.0,17.0,40976.0,9847200.0,0.0699756
59,1953.0,5757.0,23068672.0,9127168.0,1998172200.0,2629095400.0,0.00078144955,0.44040662,2531403.0,484375000.0,17.0,40976.0,10617752.0,0.0490025
60,1952.0,3582.0,29360128.0,25500224.0,948482050.0,1903464400.0,0.00026073738,0.34241998,311405.0,421875000.0,17.0,40976.0,26964616.0,0.0689854
61,1953.0,5615.0,23068672.0,30948208.0,2184159200.0,2602061800.0,0.00039070833,0.24067205,2156402.0,421875000.0,17.0,40976.0,9506568.0,0.0550011
62,1953.0,5655.0,23068672.0,24804512.0,1585799200.0,1930571800.0,0.0003905345,0.51219,2501400.0,406250000.0,17.0,40976.0,26249192.0,0.0489958
63,1952.0,3565.0,29360128.0,13999056.0,1124556800.0,2127282200.0,0.0005209775,0.37313402,266400.0,93750000.0,17.0,40976.0,15553008.0,0.0509965
64,1953.0,5615.0,23068672.0,27250200.0,2188226600.0,2604974000.0,0.00039059194,0.26707086,2141402.0,390625000.0,17.0,40976.0,28701824.0,0.054995
65,1953.0,5761.0,23068672.0,24157504.0,1920634900.0,2554531800.0,0.00026034864,0.27159324,2591400.0,437500000.0,17.0,40976.0,25577456.0,0.0430034
66,1952.0,3597.0,29360128.0,36659810.0,908214300.0,1795047400.0,0.0005211774,0.33363014,356400.0,125000000.0,17.0,40976.0,8931056.0,0.0480209
67,1953.0,5573.0,23068672.0,20351912.0,541671400.0,2345570300.0,0.0005203582,0.6295859,2021402.0,359375000.0,17.0,40976.0,21839432.0,0.0639828
68,2211.0,6336.0,23068672.0,31236928.0,1032126460.0,3128406000.0,0.00026084928,0.40011758,2951400.0,468750000.0,23.0,40976.0,9668376.0,0.054007
69,1895.0,2472.0,29360128.0,30726672.0,1170903000.0,2157932500.0,0.00091117655,0.33965623,221404.0,62500000.0,17.0,40976.0,32386608.0,0.0589924
70,1953.0,4470.0,26738688.0,19436184.0,1111756800.0,1927618600.0,0.0005211023,0.38957724,851404.0,171875000.0,17.0,40976.0,20958440.0,0.0559801
71,2211.0,6290.0,23068672.0,31416568.0,1028231200.0,1943691300.0,0.00026056485,0.42515525,2861400.0,796875000.0,23.0,40976.0,10076872.0,0.0509921
72,1953.0,4411.0,27262976.0,20648216.0,1109184500.0,1855905800.0,0.0028642064,0.43696064,746402.0,125000000.0,17.0,40976.0,22045776.0,0.0539911
73,1953.0,4490.0,26214400.0,15417496.0,799670300.0,1411604500.0,0.00039102096,0.5847078,941401.0,218750000.0,17.0,40976.0,16910896.0,0.0669967
74,2211.0,6462.0,23068672.0,9687216.0,1012068350.0,2906837000.0,0.0006504133,0.37741077,3326402.0,546875000.0,25.0,40976.0,11166296.0,0.0796282
75,2009.0,4998.0,24802856.0,21448856.0,1147762800.0,2271947800.0,0.0012124237,0.4184455,1758903.0,385416670.0,18.0,40625.0,21060916.0,2.3069456
76,1952.0,3800.0,29360128.0,37712816.0,1099251700.0,1940635600.0,0.0006513439,0.5000952,476400.0,140625000.0,17.0,40976.0,9885608.0,0.0519852
77,1953.0,5171.0,23068672.0,30252592.0,592961540.0,2184827000.0,0.0005212659,0.7138216,1691403.0,328125000.0,17.0,40976.0,31720216.0,0.0619863
78,2009.0,4998.0,24802856.0,21448856.0,1147762800.0,2271947800.0,0.0012124237,0.4184455,1758903.0,385416670.0,18.0,40625.0,21060916.0,2.3031726
79,1952.0,3623.0,29360128.0,22783944.0,1160151000.0,2047574000.0,0.00078151363,0.495369,416401.0,140625000.0,17.0,40976.0,24328872.0,0.0609934
80,1953.0,5360.0,23068672.0,10210232.0,684974100.0,1963266000.0,0.00039054872,0.59341216,1796403.0,312500000.0,17.0,40976.0,11666040.0,0.0539887
81,1953.0,5763.0,23068672.0,19736728.0,1079676900.0,1385455600.0,0.0006497104,0.51583564,2666401.0,453125000.0,17.0,40976.0,21201936.0,0.1329952
82,2211.0,6476.0,23068672.0,16719600.0,1147158500.0,2921816000.0,0.0005205409,0.35088596,3446402.0,593750000.0,25.0,40976.0,18165632.0,0.0609878
83,1953.0,4899.0,24117248.0,9475304.0,1189806100.0,2439004200.0,0.0006511385,0.3363598,1421403.0,234375000.0,17.0,40976.0,10942272.0,0.0670003
84,1953.0,5637.0,23068672.0,17905560.0,1896456200.0,2702053400.0,0.000520566,0.2599658,2381402.0,453125000.0,17.0,40976.0,19317544.0,0.0620057
85,1953.0,4814.0,24641536.0,28304376.0,858169340.0,1432195100.0,0.0007805058,0.39875016,1301402.0,265625000.0,17.0,40976.0,29748136.0,0.0640109
86,1953.0,5158.0,23068672.0,19110712.0,877994000.0,2407207000.0,0.00039067335,0.41975892,1646400.0,281250000.0,17.0,40976.0,20562168.0,0.0479984
87,1953.0,4934.0,23592960.0,13275872.0,1198985200.0,2446045200.0,0.0007809688,0.24987933,1436404.0,562500000.0,17.0,40976.0,14727200.0,0.0660017
88,1953.0,5534.0,23068672.0,24773736.0,1130016800.0,2253361200.0,0.00052052824,0.44615743,1946401.0,359375000.0,17.0,40976.0,26216432.0,0.0569938
89,1953.0,5588.0,23068672.0,27828120.0,689422340.0,2601566200.0,0.0003907644,0.441784,2051401.0,375000000.0,17.0,40976.0,29319408.0,0.0500047
90,1953.0,5631.0,23068672.0,26047696.0,1886130200.0,2636648400.0,0.00039063112,0.31952083,2321404.0,406250000.0,17.0,40976.0,27524064.0,0.0480011
91,1953.0,5154.0,23068672.0,15294016.0,963076100.0,2668998700.0,0.00026054232,0.5136985,1631400.0,328125000.0,17.0,40976.0,16837968.0,0.0459993
92,1953.0,5655.0,23068672.0,21028728.0,1659469800.0,2355802000.0,0.00039059593,0.4337657,2486403.0,734375000.0,17.0,40976.0,22533768.0,0.0455306
93,2211.0,6424.0,23068672.0,22111856.0,527118340.0,2186096600.0,0.001044372,0.81218636,3191401.0,546875000.0,24.0,40976.0,23502872.0,0.0859987
94,2211.0,6476.0,23068672.0,12958544.0,1077977100.0,2800259000.0,0.00039089273,0.29869193,3431401.0,640625000.0,25.0,40976.0,14421992.0,0.0495488
95,1953.0,4749.0,25165824.0,19725064.0,1349124100.0,2113265700.0,0.0005209879,0.3041278,1166402.0,265625000.0,17.0,40976.0,21219200.0,0.0530006
96,1953.0,5761.0,23068672.0,12254160.0,1099726800.0,1701503000.0,0.0002600842,0.9490302,2636404.0,765625000.0,17.0,40976.0,13743192.0,0.0850037
97,1953.0,4768.0,25165824.0,9453560.0,1281253400.0,2075357200.0,0.00052088406,0.2893131,1226401.0,265625000.0,17.0,40976.0,10988328.0,0.0579977
98,2207.0,5882.0,23068672.0,17321944.0,1073410050.0,2495115300.0,0.0003906798,0.38489878,2726402.0,421875000.0,21.0,40976.0,18796296.0,0.0610004
99,2211.0,6310.0,23068672.0,12515064.0,691163140.0,1581879300.0,0.00065097184,0.50542486,2876401.0,453125000.0,23.0,40976.0,13988312.0,0.0489977
100,2211.0,6389.0,23068672.0,18855376.0,597327900.0,2163318800.0,0.00052074826,0.48798057,3086400.0,828125000.0,24.0,40976.0,20318384.0,0.0670171
101,1953.0,4830.0,24117248.0,14840288.0,1193996300.0,2430136300.0,0.0003904282,0.29662484,1346402.0,218750000.0,17.0,40976.0,16359880.0,0.0780015
102,2211.0,6349.0,23068672.0,19606528.0,983896060.0,3040526300.0,0.00065128127,0.36218283,2996404.0,484375000.0,24.0,40976.0,21001208.0,0.0609898
103,1953.0,4941.0,23592960.0,28224056.0,719061000.0,1700151300.0,0.00039058775,0.4663982,1496401.0,250000000.0,17.0,40976.0,29691016.0,0.0530053
104,1953.0,5761.0,23068672.0,20432616.0,1893339100.0,2382172200.0,0.00039135062,0.346792,2576399.0,421875000.0,17.0,40976.0,21824736.0,0.0400052
105,1953.0,5617.0,23068672.0,22979504.0,1979437000.0,2228060200.0,0.00052045507,0.32145658,2216402.0,390625000.0,17.0,40976.0,24441312.0,0.0549893
106,2211.0,6337.0,23068672.0,11940016.0,757297150.0,2582773800.0,0.0005205076,0.4657939,2966403.0,515625000.0,23.0,40976.0,13401848.0,0.0579904
107,1953.0,4413.0,27262976.0,24370520.0,945745900.0,1608638500.0,0.000390639,0.5130357,761401.0,484375000.0,17.0,40976.0,25840512.0,0.0590025
108,1953.0,5617.0,23068672.0,30417792.0,1590489100.0,1542991900.0,0.0003907431,0.44722882,2246399.0,390625000.0,17.0,40976.0,31895952.0,0.0520016
109,1953.0,4765.0,25165824.0,30868760.0,1273909200.0,2079137800.0,0.00052055856,0.4851672,1211403.0,531250000.0,17.0,40976.0,32401528.0,0.0609951
110,1953.0,4774.0,24641536.0,20870232.0,1082409000.0,1667358700.0,0.00052109343,0.5198445,1271401.0,218750000.0,17.0,40976.0,22276760.0,0.0540351
111,1953.0,4941.0,23592960.0,24536568.0,859525100.0,1830969300.0,0.00039068045,0.4339963,1481401.0,296875000.0,17.0,40976.0,26006744.0,0.0449989
112,1953.0,5571.0,23068672.0,16633040.0,743329800.0,1699295200.0,0.0006510398,0.5962786,2006401.0,406250000.0,17.0,40976.0,18121192.0,0.0489899
113,1953.0,3838.0,28311552.0,23817872.0,1292804100.0,2200703000.0,0.0003905536,0.3177482,536405.0,453125000.0,17.0,40976.0,25282040.0,0.0559697
114,1953.0,5616.0,23068672.0,11755240.0,2018877400.0,2391838700.0,0.00078097096,0.3457641,2171401.0,390625000.0,17.0,40976.0,13233560.0,0.0539761
115,1953.0,4951.0,23068672.0,15950744.0,561078300.0,1537134600.0,0.0002605303,0.50750047,1541400.0,312500000.0,17.0,40976.0,17493712.0,0.0440017
116,1953.0,5763.0,23068672.0,15983312.0,1068191740.0,1717596200.0,0.00026081465,0.5162551,2651402.0,421875000.0,17.0,40976.0,17446248.0,0.0760134
117,1953.0,4522.0,26214400.0,26703856.0,1001336800.0,1813934100.0,0.0009116728,0.41706613,986400.0,515625000.0,17.0,40976.0,28152232.0,0.0590017
118,1953.0,4974.0,23068672.0,23491976.0,694878200.0,2856554500.0,0.0005208403,0.5320933,1571400.0,265625000.0,17.0,40976.0,24988032.0,0.0500042
119,1953.0,4742.0,25165824.0,15983440.0,1380294700.0,2131337200.0,0.00039058112,0.3149666,1151404.0,250000000.0,17.0,40976.0,17429008.0,0.0609794
120,1953.0,5659.0,23068672.0,28508376.0,1410920400.0,1755127800.0,0.00052064704,0.54527587,2516401.0,437500000.0,17.0,40976.0,30028136.0,0.054002
121,1953.0,5761.0,23068672.0,31466744.0,1464733700.0,2129817600.0,0.00039062597,0.6547095,2621400.0,453125000.0,17.0,40976.0,9991224.0,0.0590034
122,2211.0,6399.0,23068672.0,18325336.0,565297150.0,2134179800.0,0.0009084531,0.9154234,3176409.0,515625000.0,24.0,40976.0,19797824.0,0.1310064
123,2211.0,6450.0,23068672.0,21547096.0,1031692300.0,2954379300.0,0.00039082035,0.29999432,3281401.0,625000000.0,24.0,40976.0,23022664.0,0.053004
124,2211.0,6457.0,23068672.0,25468864.0,1107357700.0,3035775000.0,0.00052074145,0.28025305,3296402.0,562500000.0,25.0,40976.0,26875472.0,0.0599998
125,1953.0,5588.0,23068672.0,31573488.0,548102140.0,2430017500.0,0.00039060775,0.51652545,2066400.0,343750000.0,17.0,40976.0,10004040.0,0.0640711
126,1953.0,5763.0,23068672.0,23479216.0,1139531800.0,2501746700.0,0.00052180217,0.39888388,2681401.0,500000000.0,17.0,40976.0,24965000.0,0.0539903
127,1948.0,2487.0,29360128.0,35336240.0,1136169000.0,2125484000.0,0.0009114356,0.3503631,236406.0,406250000.0,17.0,40976.0,36886650.0,0.0830107
128,1953.0,4944.0,23592960.0,31919408.0,721231900.0,1711038500.0,0.0005207836,0.43396297,1511401.0,578125000.0,17.0,40976.0,9969136.0,0.0527618
129,1953.0,4443.0,27262976.0,31777464.0,1034858500.0,1604350000.0,0.00039055332,0.48339367,791403.0,203125000.0,17.0,40976.0,33203072.0,0.0615497
130,1953.0,4867.0,24117248.0,26165424.0,1337516000.0,2651021300.0,0.00026055417,0.31756234,1391401.0,296875000.0,17.0,40976.0,27646624.0,0.0440032
131,1953.0,4765.0,25165824.0,27218064.0,1237020700.0,1839726600.0,0.00039064288,0.3758831,1196402.0,203125000.0,17.0,40976.0,28789584.0,0.047999
132,2211.0,6476.0,23068672.0,20453240.0,1003888640.0,2728620000.0,0.0005208223,0.41441327,3461401.0,890625000.0,25.0,40976.0,21915896.0,0.0619962
133,1953.0,4576.0,26214400.0,30464592.0,972001300.0,1747947500.0,0.00039067393,0.6283141,1001402.0,218750000.0,17.0,40976.0,31893304.0,0.0539938
134,1953.0,4740.0,25165824.0,12128104.0,1379668000.0,2136875000.0,0.00065122586,0.34916502,1136404.0,531250000.0,17.0,40976.0,13662144.0,0.0549948
135,1953.0,4896.0,24117248.0,29896504.0,1205395500.0,2443587600.0,0.0007804936,0.34117788,1406405.0,281250000.0,17.0,40976.0,31352680.0,0.0640104
136,1953.0,5589.0,23068672.0,12259976.0,790122500.0,2761162800.0,0.0005212331,0.5181523,2081400.0,421875000.0,17.0,40976.0,13745976.0,0.0389937
137,1952.0,3601.0,29360128.0,11389120.0,1008009200.0,1951547400.0,0.00064984773,0.4358771,371403.0,78125000.0,17.0,40976.0,12870240.0,0.0800145
138,1953.0,5654.0,23068672.0,29028768.0,1886089200.0,2661556200.0,0.00039088528,0.5006128,2426401.0,406250000.0,17.0,40976.0,30563000.0,0.0579969
139,1952.0,3571.0,29360128.0,17914336.0,1096212500.0,2096246800.0,0.0005207754,0.33887556,281403.0,109375000.0,17.0,40976.0,19328024.0,0.0540044
140,1953.0,4772.0,24641536.0,17032176.0,1446535200.0,2285731800.0,0.0005207061,0.2548694,1256401.0,265625000.0,17.0,40976.0,18545112.0,0.0689946
141,1953.0,4497.0,26214400.0,19164336.0,986423300.0,1790206000.0,0.00039088124,0.40039858,956402.0,218750000.0,17.0,40976.0,20698496.0,0.0490329
142,1953.0,4951.0,23068672.0,19799504.0,576643100.0,1575026700.0,0.00026032777,0.38163173,1556401.0,312500000.0,17.0,40976.0,21274952.0,0.0479951
143,1953.0,4454.0,26738688.0,11943592.0,1301839900.0,2115350500.0,0.00065022765,0.29664123,821403.0,125000000.0,17.0,40976.0,13432864.0,0.0899824
144,2208.0,5883.0,23068672.0,21334528.0,1058463740.0,2461462500.0,0.00052102894,0.3430263,2741402.0,468750000.0,21.0,40976.0,22793360.0,0.0629318
145,1953.0,4832.0,24117248.0,18629528.0,1218342900.0,2472624000.0,0.0003907683,0.31728277,1361402.0,562500000.0,17.0,40976.0,20140360.0,0.0540032
146,1953.0,5655.0,23068672.0,13528128.0,1895698400.0,2689536000.0,0.00052071933,0.28838995,2456404.0,468750000.0,17.0,40976.0,15028136.0,0.0710025
147,1953.0,5354.0,23068672.0,25902968.0,321007600.0,1655271400.0,0.0010431142,0.93206257,1766406.0,328125000.0,17.0,40976.0,27368232.0,0.0710122
148,2211.0,6446.0,23068672.0,10239640.0,964751360.0,2875474000.0,0.0005203321,0.35314023,3236402.0,843750000.0,24.0,40976.0,11746712.0,0.071851
149,1952.0,3535.0,29360128.0,9907400.0,1165217800.0,2177740800.0,0.008727122,0.28810596,251406.0,109375000.0,17.0,40976.0,11370408.0,0.0579988
150,1953.0,5617.0,23068672.0,11145344.0,1529970700.0,1495654400.0,0.0003905183,0.468895,2261399.0,734375000.0,17.0,40976.0,12617496.0,0.0540034
151,1953.0,4816.0,24641536.0,31991632.0,845615100.0,2474553300.0,0.00039091136,0.42562106,1316401.0,296875000.0,17.0,40976.0,8799992.0,0.0685244
152,2211.0,6463.0,23068672.0,17208016.0,575238140.0,2175205400.0,0.0003907755,0.5124098,3356400.0,625000000.0,25.0,40976.0,18670160.0,0.0449935
153,1953.0,4482.0,26738688.0,34539904.0,1180344300.0,2033053700.0,0.00052091636,0.45173562,911401.0,500000000.0,17.0,40976.0,9376928.0,0.061997
154,2211.0,6385.0,23068672.0,15190520.0,772669440.0,2380808200.0,0.00039096925,0.50874704,3071400.0,515625000.0,24.0,40976.0,16618168.0,0.0519985
155,1953.0,4975.0,23068672.0,30916272.0,729255940.0,2799612000.0,0.00039093645,0.50083745,1601401.0,281250000.0,17.0,40976.0,9280472.0,0.0519824
156,1953.0,5535.0,23068672.0,28469096.0,955932700.0,1977237500.0,0.00026050248,0.6218806,1961400.0,656250000.0,17.0,40976.0,29895800.0,0.0489989
