time,scrape_duration_seconds,scrape_samples_post_metric_relabeling,scrape_samples_scraped,scrape_series_added,up
1.606942551354E9,2.3056589,0,0,0,0
1.606943226353E9,2.3036102,0,0,0,0
1.606943406354E9,2.3122789,0,0,0,0
