time,scrape_duration_seconds,scrape_samples_post_metric_relabeling,scrape_samples_scraped,scrape_series_added,up
1.606942641354E9,2.3080477999999998,0,0,0,0
1.606943106355E9,2.3093035,0,0,0,0
