time,scrape_duration_seconds,scrape_samples_post_metric_relabeling,scrape_samples_scraped,scrape_series_added,up
1.606943016353E9,2.3034670999999998,0,0,0,0
1.606943076355E9,2.3047319,0,0,0,0
